source,target,spearman,pval,weight
CAG,ZBH,0.8929547371080542,9.18866973527072e-125,2.4423354596255975
CAH,CAH,1.0,0.0,2.718281828459045
CAH,DISCA,0.9049713760899806,1.9530799352685462e-133,2.471861167713184
CAH,MDLZ,0.9089359108600432,1.4888670910086368e-136,2.4816803987395875
CARR,CARR,1.0,0.0,2.718281828459045
CARR,JCI,0.9162107714890532,1.1525858557699e-142,2.4998001070291114
CAT,CAT,1.0,0.0,2.718281828459045
CB,CB,1.0,0.0,2.718281828459045
CBOE,CBOE,1.0,0.0,2.718281828459045
CBRE,CBRE,1.0,0.0,2.718281828459045
CCI,CCI,1.0,0.0,2.718281828459045
CCL,ALK,0.9335007058600784,9.514803660255645e-160,2.5433972970172505
CCL,AMGN,0.9045425787183244,4.1658161397579415e-133,2.4708014673559706
CCL,BIIB,0.905071509353108,1.6355760960300382e-133,2.4721086956305873
CCL,BKNG,0.9604608446473616,1.163573409145349e-198,2.612900337139197
CCL,CCL,1.0,0.0,2.718281828459045
CCL,COO,0.929423199951828,2.469224150762997e-155,2.5330476941345035
CCL,DIS,0.8944754295168165,8.402217929437722e-126,2.446052326007674
CCL,DXC,0.9145998169856062,2.895200480343067e-141,2.495776284756491
CCL,LUV,0.9403214953030772,8.455005098429038e-168,2.5608045726442623
CCL,NCLH,0.9804622237920626,4.448683864739844e-252,2.6656881016728553
CCL,RCL,0.988892387168323,3.6393388247452404e-295,2.6882552767168666
CCL,SYY,0.94988293855176,7.556001474592756e-181,2.585406990114192
CCL,TTWO,0.8998953198623441,1.225269053077117e-129,2.4593456530403053
CDAY,ALL,0.8974741650889668,6.736612441288152e-128,2.4533983990894366
CDAY,ATVI,0.9214065132816884,2.2207156058099352e-147,2.5128222234004483
CDAY,BSX,0.9165671595557215,5.599447662540774e-143,2.500691164728047
CDAY,CDAY,1.0,0.0,2.718281828459045
CDAY,CMI,0.8968875187769118,1.752048549099122e-127,2.451959544057374
CDAY,CTXS,0.9374126197291818,2.961472326574941e-164,2.5533663344729645
CDAY,DISH,0.9698757055281464,3.34425279626874e-219,2.6376165978169084
CDAY,FLT,0.9095313409711042,4.923508947005082e-137,2.4831585059861374
CDAY,GPN,0.9325868382370864,9.810186867758695e-159,2.5410740303159005
CDAY,GS,0.9042426288802112,7.061569275316534e-133,2.470060461993602
CDAY,HAL,0.9402283569407957,1.1049481791188639e-167,2.5605660746070735
CDAY,HII,0.9062034673462538,2.17099979220428e-134,2.4749086032184517
CDAY,HUM,0.9385855478838916,1.1567138991889138e-165,2.5563630068330885
CDAY,ILMN,0.9263310555715784,3.6887995447625028e-152,2.525227242156675
CDAY,JKHY,0.8964639783430839,3.480855263187761e-127,2.450921259941529
CDAY,KMI,0.9186886675182128,7.116678141383903e-145,2.5060020324779306
CDAY,MGM,0.8946397023956005,6.47472010511339e-126,2.4464541790708
CDAY,MKTX,0.922090197380768,5.0338740512916834e-148,2.5145407874089023
CDAY,MOS,0.8961187560803807,6.077724716609499e-127,2.45007529339011
CDAY,OXY,0.8969615134579383,1.5535542154310342e-127,2.452140982734392
CDAY,PAYC,0.9630450571818676,9.334387009851836e-204,2.6196613591381492
CDAY,PENN,0.95813836460621,2.3085432630586678e-194,2.606838969683682
